# Nyra comparison — runtime + memory benchmark
# Generated: 2026-06-23T21:27:07Z
# Runs per command: 5 (warmup 1 discarded)
# Time: mean wall clock in milliseconds (lower is better)
# Memory: peak max RSS in KB during timed runs (lower is better)
# Binary size: hello-world release / stripped / UPX (see binary-size.tsv)
# Platform: Darwin arm64
# Nyra build: release; cpu_bound_pgo=release+pgo; Nyra flags: --no-prelude, -march=native (host release default)
# Isolation: languages run in isolation (BENCH_LANG_COOLDOWN=2s between langs)
# Compiled langs: -O3 -flto=thin (Nyra --release, clang/clang++/rustc aligned)
# Note: Nyra/C/C++/Go/Rust/Java = compiled; Node/Python = runtime interpreters


Nyra appears twice:

  • Nyra (Zero Types)
  • Nyra (Explicit Types)

Both generate native code.

The benchmark demonstrates that Zero Types introduces no measurable runtime overhead.

| Suite        | Language               | Time (ms) | Memory     |
     • Go is 9.78× faster than Nyra (Explicit Types) on this suite.
     • Nyra (Explicit Types) uses 2.4× less RAM than Go (peak RSS).

## concurrency_channel_pingpong
   spawn producer + channel recv
   Fastest: Rust (11.38 ms)
   Slowest: Nyra (Explicit Types) (51.89 ms)
   Lowest RAM: Nyra (Zero Types) (1.05 MB)
   Highest RAM: Go (3.50 MB)
   Average: 33.54 ms, 2.14 MB across 4 languages

   Language                  Time (ms)  Time #  vs best       Peak RSS  RAM #  vs best
   ------------------------------------------------------------------------------
   Rust                        11.3840       1    1.00x        2.95 MB      3    2.82x
   Go                          19.8266       2    1.74x        3.50 MB      4    3.34x
   Nyra (Zero Types)           51.0538       3    4.48x        1.05 MB      1    1.00x
   Nyra (Explicit Types)       51.8880       4    4.56x        1.05 MB      2    1.00x
   Insights:
     • Fastest runtime: Rust (11.38 ms mean)
     • Lowest peak memory: Nyra (Zero Types) (1.05 MB)
     • Go is 2.58× faster than Nyra (Zero Types) on this suite.
     • Nyra (Zero Types) uses 3.3× less RAM than Go (peak RSS).
     • Rust is 4.48× faster than Nyra (Zero Types) on this suite.
     • Nyra (Zero Types) uses 2.8× less RAM than Rust (peak RSS).
     • Go is 2.62× faster than Nyra (Explicit Types) on this suite.
     • Nyra (Explicit Types) uses 3.3× less RAM than Go (peak RSS).
     • Rust is 4.56× faster than Nyra (Explicit Types) on this suite.
     • Nyra (Explicit Types) uses 2.8× less RAM than Rust (peak RSS).

## concurrency_worker_pool
   4-worker channel pool
   Fastest: Nyra (Explicit Types) (10,764.40 ms)
   Slowest: Nyra (Zero Types) (10,793.28 ms)
   Lowest RAM: Nyra (Explicit Types) (3.11 MB)
   Highest RAM: Nyra (Zero Types) (3.17 MB)
   Average: 10,778.84 ms, 3.14 MB across 2 languages

   Language                  Time (ms)  Time #  vs best       Peak RSS  RAM #  vs best
   ------------------------------------------------------------------------------
   Nyra (Explicit Types)    10764.4000       1    1.00x        3.11 MB      1    1.00x
   Nyra (Zero Types)        10793.2800       2    1.00x        3.17 MB      2    1.02x
   Insights:
     • Fastest runtime: Nyra (Explicit Types) (10,764.40 ms mean)
     • Lowest peak memory: Nyra (Explicit Types) (3.11 MB)

## concurrency_parallel_map
   parallel for + checksum
   Fastest: Nyra (Explicit Types) (3.42 ms)
   Slowest: Nyra (Zero Types) (3.44 ms)
   Lowest RAM: Nyra (Zero Types) (1.11 MB)
   Highest RAM: Nyra (Explicit Types) (1.12 MB)
   Average: 3.43 ms, 1.12 MB across 2 languages

   Language                  Time (ms)  Time #  vs best       Peak RSS  RAM #  vs best
   ------------------------------------------------------------------------------
   Nyra (Explicit Types)        3.4203       1    1.00x        1.12 MB      2    1.01x
   Nyra (Zero Types)            3.4450       2    1.01x        1.11 MB      1    1.00x
   Insights:
     • Fastest runtime: Nyra (Explicit Types) (3.42 ms mean)
     • Lowest peak memory: Nyra (Zero Types) (1.11 MB)

## cpu_bound_pgo
   Fastest: Nyra (Zero Types) (814.01 ms)
   Slowest: Nyra (Explicit Types) (814.86 ms)
   Lowest RAM: Nyra (Zero Types) (1.02 MB)
   Highest RAM: Nyra (Zero Types) (1.02 MB)
   Average: 814.44 ms, 1.02 MB across 2 languages

   Language                  Time (ms)  Time #  vs best       Peak RSS  RAM #  vs best
   ------------------------------------------------------------------------------
   Nyra (Zero Types)          814.0100       1    1.00x        1.02 MB      1    1.00x
   Nyra (Explicit Types)      814.8640       2    1.00x        1.02 MB      2    1.00x
   Insights:
     • Fastest runtime: Nyra (Zero Types) (814.01 ms mean)
     • Lowest peak memory: Nyra (Zero Types) (1.02 MB)

## escape_local_channel
   Fastest: Nyra (Zero Types) (3.63 ms)
   Slowest: Nyra (Zero Types) (3.63 ms)
   Lowest RAM: Nyra (Zero Types) (1.02 MB)
   Highest RAM: Nyra (Zero Types) (1.02 MB)
   Average: 3.63 ms, 1.02 MB across 1 languages

   Language                  Time (ms)  Time #  vs best       Peak RSS  RAM #  vs best
   ------------------------------------------------------------------------------
   Nyra (Zero Types)            3.6289       1    1.00x        1.02 MB      1    1.00x
   Insights:
     • Fastest runtime: Nyra (Zero Types) (3.63 ms mean)
     • Lowest peak memory: Nyra (Zero Types) (1.02 MB)

## escape_point_sroa
   Fastest: Nyra (Zero Types) (2.11 ms)
   Slowest: Nyra (Zero Types) (2.11 ms)
   Lowest RAM: Nyra (Zero Types) (1.02 MB)
   Highest RAM: Nyra (Zero Types) (1.02 MB)
   Average: 2.11 ms, 1.02 MB across 1 languages

   Language                  Time (ms)  Time #  vs best       Peak RSS  RAM #  vs best
   ------------------------------------------------------------------------------
   Nyra (Zero Types)            2.1064       1    1.00x        1.02 MB      1    1.00x
   Insights:
     • Fastest runtime: Nyra (Zero Types) (2.11 ms mean)
     • Lowest peak memory: Nyra (Zero Types) (1.02 MB)

## escape_spawn_channel
   Fastest: Nyra (Zero Types) (51.48 ms)
   Slowest: Nyra (Zero Types) (51.48 ms)
   Lowest RAM: Nyra (Zero Types) (1.05 MB)
   Highest RAM: Nyra (Zero Types) (1.05 MB)
   Average: 51.48 ms, 1.05 MB across 1 languages

   Language                  Time (ms)  Time #  vs best       Peak RSS  RAM #  vs best
   ------------------------------------------------------------------------------
   Nyra (Zero Types)           51.4814       1    1.00x        1.05 MB      1    1.00x
   Insights:
     • Fastest runtime: Nyra (Zero Types) (51.48 ms mean)
     • Lowest peak memory: Nyra (Zero Types) (1.05 MB)

========================================================================
RAW MEASUREMENTS — same rows as results/data.tsv
========================================================================

   Suite                Language                  Time (ms)       Memory
   --------------------------------------------------------------------
   hello                Nyra (Zero Types)            2.1220      1.02 MB
   arithmetic           Nyra (Zero Types)            2.1551      1.02 MB
   dungeon              Nyra (Zero Types)            2.1290      1.02 MB
   loop                 Nyra (Zero Types)         1179.0800      1.02 MB
   fib                  Nyra (Zero Types)         1177.4480      1.02 MB
   nested               Nyra (Zero Types)           52.3344      1.02 MB
   struct_sum           Nyra (Zero Types)            2.0914      1.02 MB
   loop_nofold          Nyra (Zero Types)         1178.3440      1.02 MB
   cpu_bound            Nyra (Zero Types)          808.2440      1.02 MB
   mix                  Nyra (Zero Types)         1527.7020      1.02 MB
   escape_local_channel Nyra (Zero Types)            3.6289      1.02 MB
   escape_spawn_channel Nyra (Zero Types)           51.4814      1.05 MB
   escape_point_sroa    Nyra (Zero Types)            2.1064      1.02 MB
   memory_alloc_struct  Nyra (Zero Types)           11.3199      1.05 MB
   memory_free_struct   Nyra (Zero Types)           11.0756      1.08 MB
   memory_arena         Nyra (Zero Types)            4.3540      1.02 MB
   memory_ownership     Nyra (Zero Types)            3.7169      1.02 MB
   strings_concat       Nyra (Zero Types)         1475.3800   3281.45 MB
   strings_substring    Nyra (Zero Types)            4.2802      2.56 MB
   strings_replace      Nyra (Zero Types)            5.1886      2.56 MB
   strings_split        Nyra (Zero Types)            4.6796      2.69 MB
   strings_utf8         Nyra (Zero Types)            8.5089      1.02 MB
   collections_hashmap  Nyra (Zero Types)           34.4784      8.44 MB
   collections_hashset  Nyra (Zero Types)           34.4070      8.47 MB
   collections_vec_push Nyra (Zero Types)            3.9401      2.98 MB
   collections_vec_pop  Nyra (Zero Types)            4.8806      2.98 MB
   collections_sort     Nyra (Zero Types)            2.4734      1.30 MB
   algorithms_qsort     Nyra (Zero Types)            2.4517      1.02 MB
   algorithms_mergesort Nyra (Zero Types)            2.2752      1.02 MB
   algorithms_binary_search Nyra (Zero Types)            2.1046      1.02 MB
   algorithms_json_parse Nyra (Zero Types)           15.9545      1.02 MB
   algorithms_regex     Nyra (Zero Types)           18.5455      1.11 MB
   concurrency_spawn_tasks Nyra (Zero Types)           31.5212      1.39 MB
   concurrency_channel_pingpong Nyra (Zero Types)           51.0538      1.05 MB
   concurrency_worker_pool Nyra (Zero Types)        10793.2800      3.17 MB
   concurrency_parallel_map Nyra (Zero Types)            3.4450      1.11 MB
   cpu_bound_pgo        Nyra (Zero Types)          814.0100      1.02 MB
   hello                Nyra (Explicit Types)        2.1564      1.02 MB
   arithmetic           Nyra (Explicit Types)        2.1813      1.02 MB
   dungeon              Nyra (Explicit Types)        2.0690      1.02 MB
   loop                 Nyra (Explicit Types)     1182.1680      1.02 MB
   fib                  Nyra (Explicit Types)     1177.5280      1.02 MB
   nested               Nyra (Explicit Types)       52.4884      1.02 MB
   struct_sum           Nyra (Explicit Types)        2.0816      1.02 MB
   loop_nofold          Nyra (Explicit Types)     1177.7120      1.02 MB
   cpu_bound            Nyra (Explicit Types)      808.8380      1.02 MB
   mix                  Nyra (Explicit Types)     1528.7700      1.02 MB
   memory_alloc_struct  Nyra (Explicit Types)       11.8550      1.05 MB
   memory_free_struct   Nyra (Explicit Types)       11.8094      1.05 MB
   memory_arena         Nyra (Explicit Types)        4.6841      1.02 MB
   memory_ownership     Nyra (Explicit Types)        4.0945      1.02 MB
   strings_concat       Nyra (Explicit Types)     1526.9020   3310.50 MB
   strings_substring    Nyra (Explicit Types)        4.7069      2.56 MB
   strings_replace      Nyra (Explicit Types)        5.5296      2.56 MB
   strings_split        Nyra (Explicit Types)        4.6424      2.56 MB
   strings_utf8         Nyra (Explicit Types)        8.5726      1.02 MB
   collections_hashmap  Nyra (Explicit Types)       34.8680      8.56 MB
   collections_hashset  Nyra (Explicit Types)       34.5860      8.44 MB
   collections_vec_push Nyra (Explicit Types)        4.2276      3.05 MB
   collections_vec_pop  Nyra (Explicit Types)        5.3084      2.98 MB
   collections_sort     Nyra (Explicit Types)        2.5803      1.27 MB
   algorithms_qsort     Nyra (Explicit Types)        2.4749      1.02 MB
   algorithms_mergesort Nyra (Explicit Types)        2.4933      1.02 MB
   algorithms_binary_search Nyra (Explicit Types)        2.3133      1.02 MB
   algorithms_json_parse Nyra (Explicit Types)       16.2291      1.02 MB
   algorithms_regex     Nyra (Explicit Types)       18.8368      1.05 MB
   concurrency_spawn_tasks Nyra (Explicit Types)       31.5756      1.42 MB
   concurrency_channel_pingpong Nyra (Explicit Types)       51.8880      1.05 MB
   concurrency_worker_pool Nyra (Explicit Types)    10764.4000      3.11 MB
   concurrency_parallel_map Nyra (Explicit Types)        3.4203      1.12 MB
   cpu_bound_pgo        Nyra (Explicit Types)      814.8640      1.02 MB
   hello                C                            2.3020      1.02 MB
   arithmetic           C                            2.4409      1.05 MB
   dungeon              C                            2.1721      1.02 MB
   loop                 C                         1298.8840      1.02 MB
   fib                  C                         1303.3520      1.02 MB
   nested               C                           57.8440      1.02 MB
   struct_sum           C                            2.1280      1.02 MB
   loop_nofold          C                         1295.3520      1.03 MB
   cpu_bound            C                          462.5680      1.03 MB
   mix                  C                         1797.8000      1.02 MB
   memory_alloc_struct  C                            4.0010      1.02 MB
   memory_free_struct   C                            3.9026      1.02 MB
   memory_arena         C                            3.9280      1.02 MB
   memory_ownership     C                            4.0266      1.02 MB
   hello                C++                          2.2364      1.02 MB
   arithmetic           C++                          2.3370      1.03 MB
   dungeon              C++                          2.3036      1.03 MB
   loop                 C++                       1295.2040      1.03 MB
   fib                  C++                       1295.8100      1.03 MB
   nested               C++                         57.6682      1.03 MB
   struct_sum           C++                          2.1645      1.03 MB
   loop_nofold          C++                       1306.0240      1.03 MB
   cpu_bound            C++                        467.6940      1.03 MB
   mix                  C++                       1803.3820      1.03 MB
   hello                Go                           3.0624      3.52 MB
   arithmetic           Go                           3.0902      3.53 MB
   dungeon              Go                           2.9256      3.36 MB
   loop                 Go                        1308.2920      3.50 MB
   fib                  Go                        1299.2120      3.39 MB
   nested               Go                          58.5008      3.39 MB
   struct_sum           Go                          28.7644      3.58 MB
   loop_nofold          Go                        1296.7100      3.55 MB
   cpu_bound            Go                         579.0500      3.55 MB
   mix                  Go                        1806.1780      3.55 MB
   memory_alloc_struct  Go                           5.4047      3.52 MB
   memory_free_struct   Go                           5.0280      3.47 MB
   memory_arena         Go                           5.3298      3.52 MB
   memory_ownership     Go                           5.2583      3.47 MB
   strings_concat       Go                         309.2760     17.33 MB
   collections_hashmap  Go                           6.0268      3.75 MB
   collections_vec_push Go                           5.4004      8.11 MB
   algorithms_json_parse Go                           3.5428      3.52 MB
   concurrency_spawn_tasks Go                           3.2276      3.47 MB
   concurrency_channel_pingpong Go                          19.8266      3.50 MB
   hello                Rust                         2.6280      1.23 MB
   arithmetic           Rust                         2.5853      1.17 MB
   dungeon              Rust                         2.5663      1.17 MB
   loop                 Rust                      1543.6780      1.23 MB
   fib                  Rust                      1552.4160      1.23 MB
   nested               Rust                        68.8196      1.23 MB
   struct_sum           Rust                         2.5545      1.17 MB
   loop_nofold          Rust                      1544.6120      1.23 MB
   cpu_bound            Rust                       865.3800      1.23 MB
   mix                  Rust                      1990.3540      1.23 MB
   memory_alloc_struct  Rust                         4.6745      1.23 MB
   collections_vec_push Rust                         6.0170      3.19 MB
   concurrency_channel_pingpong Rust                        11.3840      2.95 MB


Re-run: ./scripts/bench.sh
Report: examples/comparison/results/latest.html
